date,ticker,close_price
2024-04-29,BBOZ,3.03
2024-04-29,BGBL,62.28
2024-04-29,ETHI,14.43
2024-04-29,GEAR,27.25
2024-04-29,GGOV,13.27
2024-04-29,HACK,11.54
2024-04-29,NDQ,41.05
2024-04-30,A123,127.82
2024-04-30,AAA,50.27
2024-04-30,BBOZ,3.01
2024-04-30,BGBL,62.55
2024-04-30,ETHI,14.49
2024-04-30,GEAR,27.43
2024-04-30,GGOV,13.36
2024-04-30,HACK,11.55
2024-04-30,NDQ,41.35
2024-05-01,A123,126.27
2024-05-01,AAA,50.09
2024-05-01,BBOZ,3.09
2024-05-01,BGBL,62.11
2024-05-01,ETHI,14.34
2024-05-01,GEAR,26.73
2024-05-01,GGOV,13.22
2024-05-01,HACK,11.46
2024-05-01,NDQ,40.70
2024-05-02,A123,126.57
2024-05-02,AAA,50.08
2024-05-02,BBOZ,3.07
2024-05-02,BGBL,61.82
2024-05-02,ETHI,14.26
2024-05-02,GEAR,26.86
2024-05-02,GGOV,13.35
2024-05-02,HACK,11.44
2024-05-02,NDQ,40.42
2024-05-03,A123,127.28
2024-05-03,AAA,50.09
2024-05-03,BBOZ,3.03
2024-05-03,BGBL,61.85
2024-05-03,ETHI,14.24
2024-05-03,GEAR,27.17
2024-05-03,GGOV,13.38
2024-05-03,HACK,11.23
2024-05-03,NDQ,40.68
2024-05-06,A123,128.11
2024-05-06,AAA,50.12
2024-05-06,BBOZ,3.00
2024-05-06,BGBL,62.00
2024-05-06,ETHI,14.31
2024-05-06,GEAR,27.56
2024-05-06,GGOV,13.50
2024-05-06,HACK,11.25
2024-05-06,NDQ,41.00
2024-05-07,A123,130.11
2024-05-07,AAA,50.11
2024-05-07,BBOZ,2.90
2024-05-07,BGBL,62.80
2024-05-07,ETHI,14.51
2024-05-07,GEAR,28.46
2024-05-07,GGOV,13.60
2024-05-07,HACK,11.41
2024-05-07,NDQ,41.60
2024-05-08,A123,130.18
2024-05-08,AAA,50.12
2024-05-08,BBOZ,2.88
2024-05-08,BGBL,62.96
2024-05-08,ETHI,14.56
2024-05-08,GEAR,28.54
2024-05-08,GGOV,13.62
2024-05-08,HACK,11.43
2024-05-08,NDQ,41.68
2024-05-09,A123,129.06
2024-05-09,AAA,50.14
2024-05-09,BBOZ,2.96
2024-05-09,BGBL,62.93
2024-05-09,ETHI,14.52
2024-05-09,GEAR,27.99
2024-05-09,GGOV,13.55
2024-05-09,HACK,11.34
2024-05-09,NDQ,41.62
2024-05-10,A123,129.52
2024-05-10,AAA,50.14
2024-05-10,BBOZ,2.92
2024-05-10,BGBL,63.10
2024-05-10,ETHI,14.52
2024-05-10,GEAR,28.19
2024-05-10,GGOV,13.62
2024-05-10,HACK,11.31
2024-05-10,NDQ,41.56
2024-05-13,A123,129.69
2024-05-13,AAA,50.15
2024-05-13,BBOZ,2.92
2024-05-13,BGBL,63.37
2024-05-13,ETHI,14.62
2024-05-13,GEAR,28.29
2024-05-13,GGOV,13.56
2024-05-13,HACK,11.39
2024-05-13,NDQ,41.81
2024-05-14,A123,129.34
2024-05-14,AAA,50.16
2024-05-14,BBOZ,2.94
2024-05-14,BGBL,63.27
2024-05-14,ETHI,14.61
2024-05-14,GEAR,28.07
2024-05-14,GGOV,13.61
2024-05-14,HACK,11.43
2024-05-14,NDQ,41.77
2024-05-15,A200,129.87
2024-05-15,AAA,50.17
2024-05-15,BBOZ,2.92
2024-05-15,BGBL,63.23
2024-05-15,ETHI,14.54
2024-05-15,GEAR,28.31
2024-05-15,GGOV,13.71
2024-05-15,HACK,11.46
2024-05-15,NDQ,41.80
2024-05-16,A200,131.97
2024-05-16,AAA,50.18
2024-05-16,BBOZ,2.80
2024-05-16,BGBL,63.66
2024-05-16,ETHI,14.72
2024-05-16,GEAR,29.30
2024-05-16,GGOV,13.91
2024-05-16,HACK,11.60
2024-05-16,NDQ,42.28
2024-05-17,A200,130.74
2024-05-17,AAA,50.19
2024-05-17,BBOZ,2.86
2024-05-17,BGBL,63.48
2024-05-17,ETHI,14.70
2024-05-17,GEAR,28.75
2024-05-17,GGOV,13.84
2024-05-17,HACK,11.55
2024-05-17,NDQ,42.23
2024-05-20,A200,131.67
2024-05-20,AAA,50.19
2024-05-20,BBOZ,2.83
2024-05-20,BGBL,63.43
2024-05-20,ETHI,14.66
2024-05-20,GEAR,29.13
2024-05-20,GGOV,13.72
2024-05-20,HACK,11.47
2024-05-20,NDQ,42.04
2024-05-21,A200,131.45
2024-05-21,AAA,50.21
2024-05-21,BBOZ,2.83
2024-05-21,BGBL,63.77
2024-05-21,ETHI,14.76
2024-05-21,GEAR,29.02
2024-05-21,GGOV,13.69
2024-05-21,HACK,11.47
2024-05-21,NDQ,42.51
2024-05-22,A200,131.41
2024-05-22,AAA,50.21
2024-05-22,BBOZ,2.84
2024-05-22,BGBL,63.73
2024-05-22,ETHI,14.71
2024-05-22,GEAR,28.99
2024-05-22,GGOV,13.74
2024-05-22,HACK,11.51
2024-05-22,NDQ,42.57
2024-05-23,A200,130.78
2024-05-23,AAA,50.21
2024-05-23,BBOZ,2.87
2024-05-23,BGBL,64.17
2024-05-23,ETHI,14.85
2024-05-23,GEAR,28.72
2024-05-23,GGOV,13.79
2024-05-23,HACK,11.63
2024-05-23,NDQ,43.20
2024-05-24,A200,129.44
2024-05-24,AAA,50.22
2024-05-24,BBOZ,2.95
2024-05-24,BGBL,63.70
2024-05-24,ETHI,14.70
2024-05-24,GEAR,28.07
2024-05-24,GGOV,13.69
2024-05-24,HACK,11.52
2024-05-24,NDQ,42.80
2024-05-27,A200,130.53
2024-05-27,AAA,50.23
2024-05-27,BBOZ,2.89
2024-05-27,BGBL,63.82
2024-05-27,ETHI,14.68
2024-05-27,GEAR,28.50
2024-05-27,GGOV,13.74
2024-05-27,HACK,11.54
2024-05-27,NDQ,42.96
2024-05-28,A200,130.11
2024-05-28,AAA,50.25
2024-05-28,BBOZ,2.92
2024-05-28,BGBL,63.69
2024-05-28,ETHI,14.67
2024-05-28,GEAR,28.41
2024-05-28,GGOV,13.73
2024-05-28,HACK,11.49
2024-05-28,NDQ,42.87
2024-05-29,A200,128.40
2024-05-29,AAA,50.25
2024-05-29,BBOZ,3.00
2024-05-29,BGBL,63.42
2024-05-29,ETHI,14.58
2024-05-29,GEAR,27.56
2024-05-29,GGOV,13.50
2024-05-29,HACK,11.33
2024-05-29,NDQ,42.87
2024-05-30,A200,127.64
2024-05-30,AAA,50.25
2024-05-30,BGBL,63.26
2024-05-30,ETHI,14.55
2024-05-30,GEAR,27.18
2024-05-30,GGOV,13.40
2024-05-30,HACK,11.33
2024-05-30,NDQ,42.78
2024-05-30,BBOZ,30.46
2024-05-31,A200,128.99
2024-05-31,AAA,50.26
2024-05-31,BGBL,63.00
2024-05-31,ETHI,14.45
2024-05-31,GEAR,27.81
2024-05-31,GGOV,13.49
2024-05-31,HACK,11.05
2024-05-31,NDQ,42.26
2024-05-31,BBOZ,29.77
2024-06-03,A200,130.02
2024-06-04,A200,129.73
2024-06-03,AAA,50.10
2024-06-04,AAA,50.11
2024-06-03,BGBL,63.69
2024-06-04,BGBL,63.39
2024-06-03,GGOV,13.62
2024-06-04,GGOV,13.79
2024-06-03,ETHI,14.66
2024-06-04,ETHI,14.50
2024-06-03,BBOZ,29.27
2024-06-04,BBOZ,29.49
2024-06-03,GEAR,28.26
2024-06-04,GEAR,28.08
2024-06-03,NDQ,42.44
2024-06-04,NDQ,42.33
2024-06-03,HACK,11.08
2024-06-04,HACK,10.87
2024-06-05,A200,130.09
2024-06-05,AAA,50.11
2024-06-05,BGBL,63.57
2024-06-05,ETHI,14.59
2024-06-05,GEAR,28.22
2024-06-05,GGOV,13.94
2024-06-05,HACK,10.92
2024-06-05,NDQ,42.60
2024-06-05,BBOZ,29.30
2024-06-06,A200,131.05
2024-06-06,AAA,50.11
2024-06-06,BGBL,64.14
2024-06-06,ETHI,14.75
2024-06-06,GEAR,28.70
2024-06-06,GGOV,14.03
2024-06-06,HACK,11.09
2024-06-06,NDQ,43.38
2024-06-06,BBOZ,28.79
2024-06-07,A200,131.74
2024-06-07,AAA,50.13
2024-06-07,BGBL,64.10
2024-06-07,ETHI,14.72
2024-06-07,GEAR,29.01
2024-06-07,GGOV,14.02
2024-06-07,HACK,11.09
2024-06-07,NDQ,43.32
2024-06-07,BBOZ,28.44
2024-06-11,A200,129.94
2024-06-11,AAA,50.15
2024-06-11,BBOZ,29.44
2024-06-11,BGBL,64.58
2024-06-11,ETHI,14.85
2024-06-11,GEAR,28.19
2024-06-11,GGOV,13.74
2024-06-11,HACK,11.32
2024-06-11,NDQ,43.81
2024-06-12,A200,129.29
2024-06-12,AAA,50.14
2024-06-12,BBOZ,29.76
2024-06-12,BGBL,64.45
2024-06-12,ETHI,14.82
2024-06-12,GEAR,27.87
2024-06-12,GGOV,13.86
2024-06-12,HACK,11.33
2024-06-12,NDQ,44.10
2024-06-13,A200,129.89
2024-06-13,AAA,50.15
2024-06-13,BBOZ,29.48
2024-06-13,BGBL,64.71
2024-06-13,ETHI,14.90
2024-06-13,GEAR,28.11
2024-06-13,GGOV,13.95
2024-06-13,HACK,11.46
2024-06-13,NDQ,44.77
2024-06-14,A200,129.45
2024-06-14,AAA,50.16
2024-06-14,BBOZ,29.72
2024-06-14,BGBL,64.75
2024-06-14,ETHI,14.95
2024-06-14,GEAR,27.91
2024-06-14,GGOV,14.12
2024-06-14,HACK,11.42
2024-06-14,NDQ,44.99
2024-06-17,A200,129.08
2024-06-17,AAA,50.18
2024-06-17,BBOZ,29.95
2024-06-17,BGBL,64.83
2024-06-17,ETHI,14.96
2024-06-17,GEAR,27.74
2024-06-17,GGOV,14.20
2024-06-17,HACK,11.41
2024-06-17,NDQ,45.26
2024-06-18,A200,130.24
2024-06-18,AAA,50.19
2024-06-18,BBOZ,29.30
2024-06-18,BGBL,64.98
2024-06-18,ETHI,15.01
2024-06-18,GEAR,28.30
2024-06-18,GGOV,14.11
2024-06-18,HACK,11.47
2024-06-18,NDQ,45.60
2024-06-19,A200,130.14
2024-06-19,AAA,50.18
2024-06-19,BBOZ,29.38
2024-06-19,BGBL,64.81
2024-06-19,ETHI,14.99
2024-06-19,GEAR,28.23
2024-06-19,GGOV,14.23
2024-06-19,HACK,11.33
2024-06-19,NDQ,45.36
2024-06-20,A200,130.22
2024-06-20,AAA,50.20
2024-06-20,BBOZ,29.43
2024-06-20,BGBL,64.90
2024-06-20,ETHI,15.00
2024-06-20,GEAR,28.17
2024-06-20,GGOV,14.18
2024-06-20,HACK,11.33
2024-06-20,NDQ,45.62
2024-06-21,A200,130.66
2024-06-21,AAA,50.22
2024-06-21,BBOZ,29.20
2024-06-21,BGBL,64.74
2024-06-21,ETHI,14.96
2024-06-21,GEAR,28.42
2024-06-21,GGOV,14.12
2024-06-21,HACK,11.31
2024-06-21,NDQ,45.09
2024-06-24,A200,129.64
2024-06-24,AAA,50.24
2024-06-24,BBOZ,29.72
2024-06-24,BGBL,64.79
2024-06-24,ETHI,14.98
2024-06-24,GEAR,27.93
2024-06-24,GGOV,14.16
2024-06-24,HACK,11.37
2024-06-24,NDQ,45.08
2024-06-25,A200,131.38
2024-06-25,AAA,50.24
2024-06-25,BBOZ,28.85
2024-06-25,BGBL,64.75
2024-06-25,ETHI,14.93
2024-06-25,GEAR,28.71
2024-06-25,GGOV,14.23
2024-06-25,HACK,11.34
2024-06-25,NDQ,44.49
2024-06-26,A200,130.41
2024-06-26,AAA,50.25
2024-06-26,BBOZ,29.35
2024-06-26,BGBL,64.68
2024-06-26,ETHI,14.91
2024-06-26,GEAR,28.30
2024-06-26,GGOV,14.15
2024-06-26,HACK,11.33
2024-06-26,NDQ,44.80
2024-06-27,A200,130.20
2024-06-27,AAA,50.27
2024-06-27,BBOZ,29.49
2024-06-27,BGBL,64.67
2024-06-27,ETHI,14.86
2024-06-27,GEAR,28.17
2024-06-27,GGOV,13.98
2024-06-27,HACK,11.29
2024-06-27,NDQ,44.81
2024-06-28,A200,130.32
2024-06-28,AAA,50.28
2024-06-28,BBOZ,29.40
2024-06-28,BGBL,65.34
2024-06-28,ETHI,15.01
2024-06-28,GEAR,28.27
2024-06-28,GGOV,14.03
2024-06-28,HACK,11.70
2024-06-28,NDQ,45.51
2024-07-01,A200,129.25
2024-07-01,AAA,50.10
2024-07-01,BBOZ,29.58
2024-07-01,BGBL,64.36
2024-07-01,ETHI,14.63
2024-07-01,GEAR,28.03
2024-07-01,GGOV,13.70
2024-07-01,HACK,11.60
2024-07-01,NDQ,44.03
2024-07-02,A200,128.70
2024-07-02,AAA,50.11
2024-07-02,BBOZ,29.86
2024-07-02,BGBL,64.40
2024-07-02,ETHI,14.57
2024-07-02,GEAR,27.78
2024-07-02,GGOV,13.59
2024-07-02,HACK,11.62
2024-07-02,NDQ,44.24
2024-07-03,A200,129.02
2024-07-03,AAA,50.12
2024-07-03,BBOZ,29.71
2024-07-03,BGBL,64.54
2024-07-03,ETHI,14.63
2024-07-03,GEAR,27.92
2024-07-03,GGOV,13.59
2024-07-03,HACK,11.63
2024-07-03,NDQ,44.59
2024-07-04,A200,130.63
2024-07-04,AAA,50.14
2024-07-04,BBOZ,28.89
2024-07-04,BGBL,64.51
2024-07-04,ETHI,14.56
2024-07-04,GEAR,28.65
2024-07-04,GGOV,13.72
2024-07-04,HACK,11.63
2024-07-04,NDQ,44.64
2024-07-05,A200,130.45
2024-07-05,AAA,50.15
2024-07-05,BBOZ,29.00
2024-07-05,BGBL,64.53
2024-07-05,ETHI,14.54
2024-07-05,GEAR,28.54
2024-07-05,GGOV,13.74
2024-07-05,HACK,11.63
2024-07-05,NDQ,44.57
2024-07-08,A200,129.45
2024-07-08,AAA,50.14
2024-07-08,BBOZ,29.52
2024-07-08,BGBL,64.41
2024-07-08,ETHI,14.50
2024-07-08,GEAR,28.10
2024-07-08,GGOV,13.84
2024-07-08,HACK,11.60
2024-07-08,NDQ,44.86
2024-07-09,A200,130.45
2024-07-09,AAA,50.15
2024-07-09,BBOZ,28.97
2024-07-09,BGBL,64.78
2024-07-09,ETHI,14.59
2024-07-09,GEAR,28.55
2024-07-09,GGOV,13.89
2024-07-09,HACK,11.64
2024-07-09,NDQ,45.17
2024-07-10,A200,130.31
2024-07-10,AAA,50.16
2024-07-10,BBOZ,29.11
2024-07-10,BGBL,64.59
2024-07-10,ETHI,14.55
2024-07-10,GEAR,28.46
2024-07-10,GGOV,13.86
2024-07-10,HACK,11.52
2024-07-10,NDQ,45.11
2024-07-11,A200,131.55
2024-07-11,AAA,50.17
2024-07-11,BBOZ,28.46
2024-07-11,BGBL,65.12
2024-07-11,ETHI,14.66
2024-07-11,GEAR,29.03
2024-07-11,GGOV,13.87
2024-07-11,HACK,11.49
2024-07-11,NDQ,45.38
2024-07-12,A200,132.67
2024-07-12,AAA,50.19
2024-07-12,BBOZ,27.86
2024-07-12,BGBL,64.70
2024-07-12,ETHI,14.58
2024-07-12,GEAR,29.55
2024-07-12,GGOV,14.03
2024-07-12,HACK,11.52
2024-07-12,NDQ,44.34
2024-07-15,A200,133.71
2024-07-15,AAA,100.38
2024-07-15,BBOZ,27.33
2024-07-15,BGBL,65.15
2024-07-15,ETHI,14.72
2024-07-15,GEAR,30.02
2024-07-15,GGOV,13.93
2024-07-15,HACK,11.67
2024-07-15,NDQ,44.77
2024-07-16,A200,133.39
2024-07-16,AAA,100.40
2024-07-16,BBOZ,27.49
2024-07-16,BGBL,65.45
2024-07-16,ETHI,14.82
2024-07-16,GEAR,29.89
2024-07-16,GGOV,14.00
2024-07-16,HACK,11.75
2024-07-16,NDQ,45.07
2024-07-17,A200,134.43
2024-07-17,AAA,100.42
2024-07-17,BBOZ,26.97
2024-07-17,BGBL,65.68
2024-07-17,ETHI,14.90
2024-07-17,GEAR,30.34
2024-07-17,GGOV,14.10
2024-07-17,HACK,11.78
2024-07-17,NDQ,44.77
2024-07-18,A200,133.93
2024-07-18,AAA,100.44
2024-07-18,BBOZ,27.23
2024-07-18,BGBL,65.19
2024-07-18,ETHI,14.73
2024-07-18,GEAR,30.12
2024-07-18,GGOV,14.09
2024-07-18,HACK,11.63
2024-07-18,NDQ,43.86
2024-07-19,A200,132.93
2024-07-19,AAA,100.44
2024-07-19,BBOZ,27.85
2024-07-19,BGBL,64.97
2024-07-19,ETHI,14.63
2024-07-19,GEAR,29.61
2024-07-19,GGOV,14.02
2024-07-19,HACK,11.60
2024-07-19,NDQ,43.89
2024-07-22,A200,132.22
2024-07-22,AAA,100.46
2024-07-22,BBOZ,28.21
2024-07-22,BGBL,64.93
2024-07-22,ETHI,14.60
2024-07-22,GEAR,29.31
2024-07-22,GGOV,14.00
2024-07-22,HACK,11.49
2024-07-22,NDQ,43.74
2024-07-23,A200,133.04
2024-07-23,AAA,100.50
2024-07-23,BBOZ,27.83
2024-07-23,BGBL,65.67
2024-07-23,ETHI,14.81
2024-07-23,GEAR,29.64
2024-07-23,GGOV,13.94
2024-07-23,HACK,11.50
2024-07-23,NDQ,44.24
2024-07-24,A200,132.75
2024-07-24,AAA,100.50
2024-07-24,BBOZ,27.97
2024-07-24,BGBL,65.68
2024-07-24,ETHI,14.77
2024-07-24,GEAR,29.51
2024-07-24,GGOV,13.91
2024-07-24,HACK,11.59
2024-07-24,NDQ,44.13
2024-07-25,A200,131.07
2024-07-25,AAA,100.52
2024-07-25,BBOZ,28.88
2024-07-25,BGBL,65.08
2024-07-25,ETHI,14.62
2024-07-25,GEAR,28.74
2024-07-25,GGOV,13.75
2024-07-25,HACK,11.46
2024-07-25,NDQ,43.16
2024-07-26,A200,132.08
2024-07-26,AAA,100.56
2024-07-26,BBOZ,28.39
2024-07-26,BGBL,64.96
2024-07-26,ETHI,14.60
2024-07-26,GEAR,29.19
2024-07-26,GGOV,13.87
2024-07-26,HACK,11.53
2024-07-26,NDQ,42.95
2024-07-29,A200,133.18
2024-07-29,AAA,100.54
2024-07-29,BBOZ,27.80
2024-07-29,BGBL,65.81
2024-07-29,ETHI,14.79
2024-07-29,GEAR,29.69
2024-07-29,GGOV,13.99
2024-07-29,HACK,11.58
2024-07-29,NDQ,43.44
2024-07-30,A200,132.61
2024-07-30,AAA,100.58
2024-07-30,BBOZ,28.12
2024-07-30,BGBL,65.42
2024-07-30,ETHI,14.75
2024-07-30,GEAR,29.40
2024-07-30,GGOV,14.02
2024-07-30,HACK,11.55
2024-07-30,NDQ,43.17
2024-07-31,A200,134.95
2024-07-31,AAA,100.56
2024-07-31,BBOZ,26.93
2024-07-31,BGBL,66.33
2024-07-31,ETHI,15.00
2024-07-31,GEAR,30.48
2024-07-31,GGOV,14.08
2024-07-31,HACK,11.67
2024-07-31,NDQ,43.56
2024-08-01,A200,135.37
2024-08-01,AAA,100.22
2024-08-01,BBOZ,26.71
2024-08-01,BGBL,66.66
2024-08-01,ETHI,15.04
2024-08-01,GEAR,30.68
2024-08-01,GGOV,14.25
2024-08-01,HACK,11.67
2024-08-01,NDQ,44.35
2024-08-02,A200,132.31
2024-08-02,AAA,100.24
2024-08-02,BBOZ,28.31
2024-08-02,BGBL,64.89
2024-08-02,ETHI,14.65
2024-08-02,GEAR,29.29
2024-08-02,GGOV,14.46
2024-08-02,HACK,11.36
2024-08-02,NDQ,42.46
2024-08-05,A200,127.61
2024-08-05,AAA,100.22
2024-08-05,BBOZ,30.89
2024-08-05,BGBL,63.12
2024-08-05,ETHI,14.28
2024-08-05,GEAR,27.07
2024-08-05,GGOV,14.90
2024-08-05,HACK,10.81
2024-08-05,NDQ,40.47
2024-08-06,A200,128.17
2024-08-06,AAA,100.24
2024-08-06,BBOZ,30.58
2024-08-06,BGBL,63.32
2024-08-06,ETHI,14.30
2024-08-06,GEAR,27.32
2024-08-06,GGOV,14.76
2024-08-06,HACK,11.05
2024-08-06,NDQ,41.48
2024-08-07,A200,128.45
2024-08-07,AAA,100.28
2024-08-07,BBOZ,30.43
2024-08-07,BGBL,63.14
2024-08-07,ETHI,14.22
2024-08-07,GEAR,27.42
2024-08-07,GGOV,14.58
2024-08-07,HACK,11.06
2024-08-07,NDQ,41.35
2024-08-08,A200,127.91
2024-08-08,AAA,100.30
2024-08-08,BBOZ,30.66
2024-08-08,BGBL,62.45
2024-08-08,ETHI,14.01
2024-08-08,GEAR,27.25
2024-08-08,GGOV,14.51
2024-08-08,HACK,10.97
2024-08-08,NDQ,40.49
2024-08-09,A200,129.75
2024-08-09,AAA,100.30
2024-08-09,BBOZ,29.79
2024-08-09,BGBL,63.33
2024-08-09,ETHI,14.22
2024-08-09,GEAR,28.05
2024-08-09,GGOV,14.42
2024-08-09,HACK,11.29
2024-08-09,NDQ,41.49
2024-08-12,A200,130.37
2024-08-12,AAA,100.32
2024-08-12,BBOZ,29.49
2024-08-12,BGBL,63.77
2024-08-12,ETHI,14.34
2024-08-12,GEAR,28.28
2024-08-12,GGOV,14.51
2024-08-12,HACK,11.47
2024-08-12,NDQ,41.83
2024-08-13,A200,130.46
2024-08-13,AAA,100.34
2024-08-13,BBOZ,29.42
2024-08-13,BGBL,63.87
2024-08-13,ETHI,14.35
2024-08-13,GEAR,28.34
2024-08-13,GGOV,14.54
2024-08-13,HACK,11.38
2024-08-13,NDQ,41.94
2024-08-14,A200,130.98
2024-08-14,AAA,100.36
2024-08-14,BBOZ,29.18
2024-08-14,BGBL,64.34
2024-08-14,ETHI,14.53
2024-08-14,GEAR,28.54
2024-08-14,GGOV,14.65
2024-08-14,HACK,11.50
2024-08-14,NDQ,42.65
2024-08-15,A200,131.28
2024-08-15,AAA,100.38
2024-08-15,BBOZ,29.02
2024-08-15,BGBL,64.86
2024-08-15,ETHI,14.66
2024-08-15,GEAR,28.68
2024-08-15,GGOV,14.74
2024-08-15,HACK,11.71
2024-08-15,NDQ,42.85
2024-08-16,A200,132.87
2024-08-16,AAA,100.40
2024-08-16,BBOZ,28.15
2024-08-16,BGBL,65.83
2024-08-16,ETHI,14.89
2024-08-16,GEAR,29.47
2024-08-16,GGOV,14.62
2024-08-16,HACK,11.89
2024-08-16,NDQ,43.87
2024-08-19,A200,133.20
2024-08-19,AAA,100.42
2024-08-19,BBOZ,28.05
2024-08-19,BGBL,65.29
2024-08-19,ETHI,14.77
2024-08-19,GEAR,29.54
2024-08-19,GGOV,14.69
2024-08-19,HACK,11.80
2024-08-19,NDQ,43.33
2024-08-20,A200,133.47
2024-08-20,AAA,100.44
2024-08-20,BBOZ,27.93
2024-08-20,BGBL,65.63
2024-08-20,ETHI,14.81
2024-08-20,GEAR,29.67
2024-08-20,GGOV,14.66
2024-08-20,HACK,11.93
2024-08-20,NDQ,43.78
2024-08-21,A200,133.80
2024-08-21,AAA,100.44
2024-08-21,BBOZ,27.71
2024-08-21,BGBL,65.33
2024-08-21,ETHI,14.77
2024-08-21,GEAR,29.88
2024-08-21,GGOV,14.86
2024-08-21,HACK,11.91
2024-08-21,NDQ,43.53
2024-08-22,A200,134.27
2024-08-22,AAA,100.47
2024-08-22,BBOZ,27.55
2024-08-22,BGBL,65.58
2024-08-22,ETHI,14.80
2024-08-22,GEAR,30.08
2024-08-22,GGOV,14.82
2024-08-22,HACK,11.96
2024-08-22,NDQ,43.70
2024-08-23,A200,134.15
2024-08-23,AAA,100.50
2024-08-23,BBOZ,27.57
2024-08-23,BGBL,65.66
2024-08-23,ETHI,14.80
2024-08-23,GEAR,29.98
2024-08-23,GGOV,14.74
2024-08-23,HACK,11.90
2024-08-23,NDQ,43.35
2024-08-26,A200,135.24
2024-08-26,AAA,100.50
2024-08-26,BBOZ,27.06
2024-08-26,BGBL,65.50
2024-08-26,ETHI,14.76
2024-08-26,GEAR,30.48
2024-08-26,GGOV,14.80
2024-08-26,HACK,11.90
2024-08-26,NDQ,43.29
2024-08-27,A200,135.03
2024-08-27,AAA,100.50
2024-08-27,BBOZ,27.20
2024-08-27,BGBL,65.30
2024-08-27,ETHI,14.72
2024-08-27,GEAR,30.36
2024-08-27,GGOV,14.74
2024-08-27,HACK,11.81
2024-08-27,NDQ,42.78
2024-08-28,A200,134.96
2024-08-28,AAA,100.50
2024-08-28,BBOZ,27.17
2024-08-28,BGBL,65.42
2024-08-28,ETHI,14.79
2024-08-28,GEAR,30.40
2024-08-28,GGOV,14.74
2024-08-28,HACK,11.84
2024-08-28,NDQ,42.83
2024-08-29,A200,134.74
2024-08-29,AAA,100.54
2024-08-29,BBOZ,27.37
2024-08-29,BGBL,64.91
2024-08-29,ETHI,14.64
2024-08-29,GEAR,30.26
2024-08-29,GGOV,14.72
2024-08-29,HACK,11.66
2024-08-29,NDQ,42.05
2024-08-30,A200,135.53
2024-08-30,AAA,100.58
2024-08-30,BBOZ,26.99
2024-08-30,BGBL,65.19
2024-08-30,ETHI,14.74
2024-08-30,GEAR,30.60
2024-08-30,GGOV,14.67
2024-08-30,HACK,11.81
2024-08-30,NDQ,42.43
2024-09-02,A200,27.17
2024-09-02,AAA,100.22
2024-09-02,BBOZ,26.84
2024-09-02,BGBL,65.73
2024-09-02,ETHI,14.87
2024-09-02,GEAR,30.73
2024-09-02,GGOV,14.54
2024-09-02,HACK,11.93
2024-09-02,NDQ,42.87
2024-09-03,A200,27.18
2024-09-03,AAA,100.24
2024-09-03,BBOZ,26.83
2024-09-03,BGBL,66.03
2024-09-03,ETHI,14.91
2024-09-03,GEAR,30.74
2024-09-03,GGOV,14.53
2024-09-03,HACK,11.99
2024-09-03,NDQ,43.02
2024-09-04,A200,26.69
2024-09-04,AAA,100.24
2024-09-04,BBOZ,28.12
2024-09-04,BGBL,64.80
2024-09-04,ETHI,14.62
2024-09-04,GEAR,29.61
2024-09-04,GGOV,14.74
2024-09-04,HACK,11.62
2024-09-04,NDQ,41.75
2024-09-05,A200,26.80
2024-09-05,AAA,100.28
2024-09-05,BBOZ,27.81
2024-09-05,BGBL,64.78
2024-09-05,ETHI,14.59
2024-09-05,GEAR,29.95
2024-09-05,GGOV,14.92
2024-09-05,HACK,11.57
2024-09-05,NDQ,41.77
2024-09-06,A200,26.92
2024-09-06,AAA,100.30
2024-09-06,BBOZ,27.51
2024-09-06,BGBL,64.56
2024-09-06,ETHI,14.52
2024-09-06,GEAR,30.16
2024-09-06,GGOV,15.03
2024-09-06,HACK,11.43
2024-09-06,NDQ,41.58
2024-09-09,A200,26.84
2024-09-09,AAA,100.32
2024-09-09,BBOZ,27.73
2024-09-09,BGBL,64.37
2024-09-09,ETHI,14.52
2024-09-09,GEAR,29.94
2024-09-09,GGOV,14.95
2024-09-09,HACK,11.35
2024-09-09,NDQ,41.29
2024-09-10,A200,26.97
2024-09-10,AAA,100.30
2024-09-10,BBOZ,27.52
2024-09-10,BGBL,64.64
2024-09-10,ETHI,14.56
2024-09-10,GEAR,30.18
2024-09-10,GGOV,15.07
2024-09-10,HACK,11.33
2024-09-10,NDQ,41.45
2024-09-11,A200,26.87
2024-09-11,AAA,100.34
2024-09-11,BBOZ,27.75
2024-09-11,BGBL,64.75
2024-09-11,ETHI,14.58
2024-09-11,GEAR,29.94
2024-09-11,GGOV,15.25
2024-09-11,HACK,11.41
2024-09-11,NDQ,41.83
2024-09-12,A200,27.26
2024-09-12,AAA,100.38
2024-09-12,BBOZ,26.82
2024-09-12,BGBL,65.53
2024-09-12,ETHI,14.75
2024-09-12,GEAR,30.80
2024-09-12,GGOV,15.13
2024-09-12,HACK,11.56
2024-09-12,NDQ,42.90
2024-09-13,A200,27.33
2024-09-13,AAA,100.38
2024-09-13,BBOZ,26.60
2024-09-13,BGBL,65.56
2024-09-13,ETHI,14.72
2024-09-13,GEAR,30.99
2024-09-13,GGOV,15.16
2024-09-13,HACK,11.68
2024-09-13,NDQ,42.96
2024-09-16,A200,27.39
2024-09-16,AAA,100.40
2024-09-16,BBOZ,26.43
